"","installment","int_rate","last_pymnt_amnt","loan_amnt","purpose","application_type","revol_bal","dti","delinq_2yrs","mes","ano","grade","inq_last_6mths","mort_acc","open_acc","revol_util","total_acc","addr_state","annual_inc","emp_length","home_ownership","verification_status","loan_status"
"5822",465.27,13.99,6.14,9.9,"2",1,8.06,17.45,0,"12","2","2",0,1,11,16.2,56,"0",11.29,"2","3","2","1"
"5823",550.6,10.74,6.31,10.15,"2",1,10.29,17.17,0,"7","2","1",0,1,13,33.5,32,"3",11.29,"1","3","0","1"
"5824",580.45,18.25,6.36,9.68,"2",1,9.77,9.91,0,"2","1","3",1,0,13,75.8,21,"2",10.92,"0","2","2","1"
"5825",680.36,13.67,6.52,9.9,"1",1,10.44,21.76,0,"12","2","1",0,1,20,69.5,36,"0",11.23,"0","2","0","1"
"5826",254.03,8.9,5.54,8.99,"2",1,9.13,6.34,0,"3","2","0",0,0,20,19.7,31,"2",11,"1","1","1","1"
"5827",311.62,7.62,5.74,9.21,"2",1,10.33,7.65,0,"5","2","0",1,1,10,26.8,30,"2",11.43,"2","3","1","1"
"5828",508.23,21.48,6.23,9.83,"1",1,9.62,23.62,0,"11","1","3",0,0,10,72.9,19,"4",10.55,"0","2","0","1"
"5829",469.36,7.9,6.15,9.62,"1",1,10.54,21.75,0,"12","2","0",0,0,12,62.6,18,"1",11.52,"0","2","2","1"
"5830",1099.74,21.48,7,10.28,"1",1,9.33,5.7,0,"12","2","3",0,1,7,93.3,26,"0",11.85,"2","2","0","1"
"5831",272.15,13.67,5.61,8.99,"2",1,8.13,8,0,"6","1","1",0,0,4,82.8,6,"4",11,"2","2","2","1"
"5832",39.14,10.74,3.67,7.09,"1",1,10.08,21.38,0,"3","2","1",0,1,13,54.2,28,"3",10.2,"2","3","1","1"
"5833",476.25,13.67,6.17,9.55,"1",1,9.18,9.64,0,"4","1","1",1,0,9,39.7,13,"3",10.31,"0","2","2","1"
"5834",510.6,18.25,6.24,9.9,"1",1,9.84,19.98,0,"12","2","3",1,1,10,81.1,28,"2",11.05,"2","3","0","1"
"5835",482.32,9.76,6.18,9.62,"1",1,7.84,16.58,0,"1","1","1",1,0,4,19.5,5,"1",11.29,"0","2","1","1"
"5836",709.21,23.26,3.92,10.13,"2",1,10.36,18.35,0,"12","2","3",0,0,10,76.1,13,"0",10.84,"2","1","0","1"
"5837",421.64,7.9,6.04,9.51,"1",1,9.86,21.48,0,"8","2","0",0,1,6,85.9,18,"0",11.02,"0","3","1","1"
"5838",476.79,19.99,6.17,9.8,"1",1,8.58,24.24,0,"3","1","3",1,0,9,49.6,33,"1",10.92,"1","2","0","1"
"5839",358.74,14.65,5.88,9.25,"1",1,9.54,14.6,0,"7","1","2",1,0,14,33.7,21,"2",10.36,"1","2","1","1"
"5840",454.41,20.99,6.12,9.73,"2",1,9.92,16.41,1,"6","2","3",1,1,18,54.9,45,"1",11.7,"1","3","1","1"
"5841",410.08,13.99,6.02,9.39,"0",1,9.5,21.07,0,"12","1","2",0,0,16,47.1,35,"4",11.02,"0","2","2","1"
"5842",437.19,21.48,6.08,9.68,"1",1,10.17,19.32,1,"8","2","3",1,1,21,46.3,45,"3",11.61,"2","3","2","1"
"5843",46.94,7.9,3.85,7.31,"2",1,8.66,4.13,1,"5","2","0",1,1,6,29,20,"1",10.67,"1","2","1","1"
"5844",126.78,9.76,4.84,8.7,"2",1,9.37,5.07,0,"2","2","1",1,0,7,14,14,"3",10.74,"1","1","2","1"
"5845",274.22,7.62,5.61,9.08,"0",1,9.45,11.94,0,"11","2","0",0,0,11,43.7,29,"1",10.6,"1","2","1","1"
"5846",735.35,19.22,5.89,9.9,"2",1,9.31,21.79,0,"4","0","3",0,0,10,47.7,42,"0",10.82,"2","2","0","1"
"5847",139.48,13.67,4.94,8.32,"2",1,9.85,7.52,1,"5","2","1",1,1,9,71.6,29,"4",11.43,"0","3","2","1"
"5848",1012.13,17.99,6.92,10.24,"1",1,10.51,16.03,0,"5","2","3",0,0,14,72.4,36,"1",11.44,"1","2","2","1"
"5849",674.94,13.11,6.51,9.9,"2",1,9.91,19.32,0,"1","2","1",0,1,7,85.2,15,"2",10.6,"1","1","0","1"
"5850",790.9,17.27,6.67,10,"1",1,9.17,15.93,0,"1","2","3",0,1,7,96.5,11,"1",10.92,"0","3","0","1"
"5851",453.71,7.9,6.12,9.58,"1",1,9.89,15.08,0,"11","2","0",0,1,17,33.7,36,"1",11.23,"0","3","2","1"
"5852",145.12,18.25,5.67,8.29,"1",1,9.02,10.38,0,"4","2","3",0,0,10,64.3,12,"1",10.27,"0","2","2","1"
"5853",726.77,24.52,6.59,10.13,"1",1,9.26,19.12,0,"5","2","3",1,1,6,91.3,18,"4",10.97,"2","3","0","1"
"5854",488.65,15.31,6.19,9.92,"1",1,10.07,24.75,0,"7","2","2",1,1,10,62.2,25,"2",11.61,"1","3","2","1"
"5855",1309.66,20.5,7.87,10.46,"2",1,10.23,18.35,0,"2","2","3",1,1,14,80.6,27,"1",12.03,"1","3","0","1"
"5856",276.56,7.62,5.62,9.09,"1",1,8.55,24.2,0,"7","1","0",1,0,7,43.2,13,"1",9.8,"0","2","2","1"
"5857",366.57,9.76,5.9,9.34,"1",1,8.54,17.82,0,"7","1","1",0,0,15,63.4,23,"2",10.28,"0","2","2","1"
"5858",598.89,12.12,6.4,9.8,"2",1,9.43,18.45,0,"7","2","1",1,1,13,47,30,"1",11.41,"2","3","0","1"
"5859",587.09,10.74,6.38,9.8,"1",1,7.93,10.18,0,"12","2","1",0,1,13,8.9,38,"4",12.61,"1","2","0","1"
"5860",280.51,15.81,5.64,8.99,"2",1,8.61,18.34,1,"10","2","2",1,1,11,63,22,"4",10.24,"0","3","1","1"
"5861",127.65,18.25,4.85,8.52,"2",1,8.62,14.77,0,"1","2","3",1,1,11,60.2,33,"4",11.08,"0","3","2","1"
"5862",1122.57,20.5,7.02,10.31,"0",1,9.9,21.64,0,"6","2","3",0,0,9,80.6,17,"2",11,"2","3","0","1"
"5863",341.73,13.99,6.55,9.21,"2",1,8.62,20.53,0,"2","2","2",1,0,5,74,7,"1",11.42,"0","3","2","1"
"5864",683.11,21.48,6.55,10.13,"1",1,9.33,15.19,0,"7","2","3",1,1,7,90.8,20,"2",11.23,"2","3","0","1"
"5865",546.49,21.48,6.3,9.9,"1",1,8.92,18.26,0,"7","2","3",0,0,13,64.9,33,"1",10.87,"0","1","2","1"
"5866",132.16,16.29,5.69,8.59,"2",1,9.96,19.37,0,"1","2","2",1,0,11,53.2,28,"2",10.67,"2","2","0","1"
"5867",536.81,17.27,6.29,9.62,"1",1,9.29,18.97,0,"10","2","3",1,1,16,48.6,41,"1",11.13,"2","3","2","1"
"5868",508.57,15.81,8.47,9.95,"1",1,10.67,14.46,0,"5","2","2",1,1,15,56,38,"4",11.6,"1","3","0","1"
"5869",286.3,17.27,5.66,8.99,"1",1,9.09,16.75,0,"2","2","3",0,1,12,95.1,14,"0",11.39,"2","3","0","1"
"5870",684.29,13.11,6.53,10.31,"2",1,10.62,7.7,0,"4","1","1",1,1,15,0,22,"3",11.92,"2","3","0","1"
"5871",350.57,7.62,5.86,9.33,"1",1,9.03,25.2,0,"6","2","0",0,1,6,32.2,15,"1",10.86,"2","3","0","1"
"5872",340.18,13.67,5.83,9.21,"0",1,9.51,7.55,0,"3","2","1",0,0,7,71.1,24,"4",10.84,"1","2","1","1"
"5873",164.03,13.99,5.1,8.48,"0",1,9.65,9.59,1,"4","2","2",1,1,8,68.1,28,"3",11.3,"0","3","2","1"
"5874",430.36,21.48,6.06,9.66,"2",1,6.88,19.48,0,"3","1","3",1,0,7,30.3,17,"1",10.43,"1","2","0","1"
"5875",145.72,18.55,4.98,8.29,"2",1,9.51,22.53,0,"4","1","3",1,0,6,96.1,14,"1",11.23,"1","2","1","1"
"5876",312.12,13.67,5.74,9.12,"0",1,10.15,19.43,0,"12","2","1",0,1,8,67.1,22,"1",11.35,"1","3","1","1"
"5877",272.15,13.67,5.61,8.99,"2",1,10.21,23.5,0,"1","2","1",0,0,5,89,6,"0",10.42,"0","2","0","1"
"5878",713.77,12.12,6.57,10.37,"2",1,10.17,17.35,0,"1","2","1",0,1,15,36.1,35,"0",11.85,"2","3","2","1"
"5879",544.29,13.67,5.01,9.68,"2",1,10.38,19.54,0,"10","2","1",0,0,8,86.6,14,"0",11.05,"0","3","2","1"
"5880",1075.87,22.45,6.98,10.24,"2",1,9.84,14.52,1,"3","2","3",0,1,9,96.6,29,"1",11.85,"0","3","0","1"
"5881",361.48,17.99,5.89,9.21,"0",1,9.06,11.69,0,"12","0","3",0,0,4,89.5,8,"1",10.2,"0","2","1","1"
"5882",112.55,9.76,4.72,8.16,"2",1,8.5,10.38,1,"4","1","1",1,1,12,23.5,24,"3",10.31,"2","3","2","1"
"5883",185.61,13.11,5.22,8.61,"1",1,7.42,11.03,1,"12","2","1",0,1,8,8.7,33,"2",10.62,"2","3","1","1"
"5884",382.63,12.12,5.95,9.35,"1",1,8.91,9.65,0,"11","2","1",0,0,7,67.3,23,"0",11.29,"1","2","1","1"
"5885",102.06,13.67,4.63,8.01,"2",1,9.06,23.81,0,"12","1","1",1,0,6,79.8,11,"1",10.13,"0","2","1","1"
"5886",709.49,20.5,6.74,10.18,"2",1,5.94,14.49,0,"3","2","3",0,1,6,4.4,13,"2",10.88,"1","2","0","1"
"5887",68.99,14.65,4.23,7.6,"2",1,11.36,22.44,1,"3","2","2",1,1,21,36.2,56,"1",11.51,"0","3","2","1"
"5888",410.08,13.99,6.02,9.39,"0",1,10.5,22.01,0,"11","2","2",1,1,13,83.2,30,"1",11.34,"2","3","1","1"
"5889",304.84,8.9,5.72,9.17,"2",1,8.16,3.59,0,"1","0","0",1,0,8,24.9,14,"0",11.44,"0","2","1","1"
"5890",340.18,13.67,5.83,9.21,"1",1,8.48,18.16,0,"5","2","1",1,0,7,43.1,15,"1",11,"0","2","2","1"
"5891",53.13,13.67,3.97,7.74,"1",1,8.11,5.36,1,"12","2","1",0,0,12,45.6,34,"2",10.31,"0","2","0","1"
"5892",410.08,13.99,6.02,9.39,"1",1,10.51,22.88,0,"4","2","2",0,0,16,74.6,25,"1",11,"1","2","1","1"
"5893",85.62,10.74,4.45,7.87,"1",1,8.8,18,0,"12","2","1",0,1,8,71.1,10,"2",10.6,"0","3","2","1"
"5894",680.36,13.67,4.61,9.9,"1",1,10.09,22.32,0,"8","2","1",0,0,5,80,19,"1",12.03,"0","2","0","1"
"5895",491.32,21.97,6.39,9.79,"1",1,9.56,21.55,0,"12","2","3",0,0,11,60.9,21,"3",10.71,"1","3","0","1"
"5896",492.43,12.12,6.2,9.6,"1",1,9.45,16.56,0,"7","1","1",0,1,11,42.2,17,"1",10.82,"1","3","1","1"
"5897",493.26,12.12,6.2,9.6,"1",1,9.04,10.61,0,"7","1","1",0,0,8,39.9,10,"0",10.32,"0","2","0","1"
"5898",341.73,13.99,5.83,9.21,"1",1,8.72,21.28,1,"4","2","2",1,0,9,50.8,36,"1",10.31,"0","2","1","1"
"5899",214.73,17.27,5.62,8.7,"1",1,9.23,22.99,0,"10","1","3",0,0,20,89.3,38,"1",10.37,"0","2","2","1"
"5900",206.97,14.65,5.33,8.7,"1",1,8.45,1.96,0,"12","0","2",0,0,3,74.1,5,"1",11.08,"1","2","2","1"
"5901",76.21,8.9,4.33,7.78,"2",1,4.09,1.05,0,"11","2","0",1,0,4,2.9,6,"2",10.6,"0","2","2","1"
"5902",946.68,20.99,6.85,10.46,"1",1,11.11,24.09,0,"7","2","3",0,1,13,86.7,30,"2",11.92,"1","3","0","1"
"5903",706.81,20.5,5.7,10.18,"2",1,8.82,11.51,0,"2","2","3",1,1,15,30.8,19,"3",11.74,"2","3","0","1"
"5904",307.56,13.99,5.73,9.1,"0",1,9.96,20.33,0,"6","2","2",0,0,8,82,10,"4",10.46,"0","2","1","1"
"5905",464.75,13.11,6.14,9.92,"1",1,8.8,10.32,0,"2","1","1",1,1,6,41,14,"3",11.13,"1","3","2","1"
"5906",850.21,23.26,6.31,10.31,"1",1,8.99,5.97,1,"8","1","3",1,1,11,86.8,25,"0",12.43,"1","3","0","1"
"5907",954.19,22.78,6.86,10.43,"1",1,10.44,19.67,1,"10","2","3",1,1,11,87.3,21,"1",11.39,"2","3","0","1"
"5908",571.45,22.45,6.35,9.93,"0",1,10.04,21.51,1,"12","2","3",0,0,15,83.7,21,"2",10.62,"1","2","0","1"
"5909",182.48,13.11,5.21,8.99,"1",1,9.03,17.59,0,"11","2","1",1,1,13,40.4,27,"1",11.24,"0","2","0","1"
"5910",437.19,21.48,6.08,9.68,"1",1,9.94,18.95,0,"12","2","3",1,1,9,66.4,26,"2",10.88,"0","3","1","1"
"5911",225.09,9.76,5.42,8.85,"1",1,10.02,19.15,0,"1","2","1",1,0,21,50.1,24,"1",11.29,"1","2","1","1"
"5912",751.15,23.13,6.62,10.19,"1",1,10.13,9.56,1,"11","2","3",0,1,6,73.1,18,"1",11.35,"1","3","2","1"
"5913",507.76,17.99,6.23,9.9,"0",1,10.23,21.54,0,"12","2","3",0,1,8,67.1,17,"2",11,"2","3","0","1"
"5914",522.26,15.31,6.26,9.62,"0",1,9.91,24.89,0,"5","2","2",1,0,10,78.6,32,"3",10.92,"2","2","0","1"
"5915",189.65,12.12,5.25,8.65,"0",1,8.36,13.28,0,"12","1","1",0,0,9,33.7,15,"1",10.51,"1","2","0","1"
"5916",340.18,13.67,4.61,9.21,"1",1,9.32,8.63,0,"12","0","1",1,0,6,69.3,9,"0",11.36,"0","2","2","1"
"5917",480.91,21.48,6.18,9.78,"2",1,8.97,8.77,0,"11","2","3",1,0,11,53,24,"1",10.92,"2","1","2","1"
"5918",65.24,10.74,4.18,7.6,"2",1,7.71,13.38,1,"4","2","1",1,0,9,21.2,22,"1",11.03,"0","1","2","1"
"5919",481.92,20.5,6.18,9.8,"2",1,8.64,23.22,1,"1","2","3",1,0,7,82.7,22,"4",11.08,"2","2","0","1"
"5920",638.25,18.25,3.82,10.13,"2",1,9.58,11.01,0,"5","2","3",1,1,7,35.3,25,"0",11.18,"2","3","0","1"
"5921",137.98,14.65,4.93,8.29,"0",1,10.43,22.48,0,"5","2","2",1,0,17,84.4,30,"2",10.71,"1","2","1","1"
"5922",828.06,21.97,6.72,10.31,"1",1,8.45,13.19,0,"4","1","3",1,1,9,61.7,13,"4",11.44,"0","3","0","1"
"5923",638.82,12.12,6.46,9.86,"2",1,9.34,13.28,0,"3","2","1",0,1,9,81.5,22,"4",10.99,"1","3","1","1"
"5924",966.07,21.97,6.87,10.46,"2",1,9.48,5.52,0,"7","2","3",0,1,8,70.9,18,"4",11.56,"2","3","0","1"
"5925",563.23,7.9,4.61,9.8,"0",1,10.39,17.33,0,"3","1","0",0,1,12,59.6,24,"3",11.93,"0","3","0","1"
"5926",542.22,17.99,6.3,9.62,"1",1,9.12,11.61,0,"6","1","3",0,0,8,60.6,13,"1",10.62,"1","2","2","1"
"5927",348.18,15.31,5.85,9.21,"1",1,8.54,8.93,0,"7","0","2",1,0,9,51.8,9,"1",10.82,"1","2","2","1"
"5928",367.68,19.22,5.91,9.21,"2",1,8.78,2.74,0,"4","2","3",1,1,13,95.7,29,"3",12.01,"1","3","0","1"
"5929",755.42,14.65,6.63,10.37,"2",1,6.58,11.04,0,"3","2","2",1,0,7,7,13,"1",11.23,"0","2","2","1"
"5930",605.17,10.74,6.41,10.24,"2",1,9.61,13.68,0,"3","2","1",0,1,9,20.3,19,"4",11.05,"2","3","0","1"
"5931",253.55,9.76,5.54,9.39,"1",1,9.51,7.35,0,"12","2","1",0,1,9,35.9,18,"0",10.6,"2","2","2","1"
"5932",125.17,7.9,3.85,8.29,"2",1,9.3,25.13,0,"2","2","0",1,1,17,27.7,38,"1",10.92,"1","2","2","1"
"5933",180.07,9.76,4.43,8.63,"0",1,10.31,19.12,0,"7","0","1",1,0,12,37.7,19,"0",10.71,"0","2","1","1"
"5934",989.29,23.13,8.5,10.46,"1",1,9.46,18.84,1,"12","2","3",0,1,7,66.4,19,"0",11.66,"2","3","0","1"
"5935",166.36,12.12,5.11,8.52,"2",1,9.4,23.58,0,"10","1","1",0,0,10,63.7,15,"1",10.17,"1","2","1","1"
"5936",68.93,18.25,4.23,7.9,"2",1,9.5,24.65,0,"4","2","3",0,0,9,90.5,19,"1",10.69,"2","2","0","1"
"5937",445.01,19.99,6.1,9.73,"2",1,9.14,15.87,0,"1","2","3",1,0,13,70.9,33,"1",11.78,"0","2","0","1"
"5938",546.77,13.99,6.3,9.68,"1",1,7.84,8.12,0,"12","2","2",1,0,9,20.6,20,"2",10.8,"0","1","1","1"
"5939",361.48,17.99,5.89,9.21,"1",1,8.66,22.45,0,"3","1","3",1,0,7,97.3,13,"1",10.66,"0","2","0","1"
"5940",99.82,12.12,4.6,8.01,"2",1,9.94,18.14,0,"7","2","1",1,0,14,81.4,28,"1",11.29,"1","2","1","1"
"5941",153.01,18.55,5.03,8.34,"2",1,8.37,20.38,0,"10","1","3",1,0,12,96.2,14,"1",10.51,"1","1","2","1"
"5942",551.91,14.65,6.31,9.68,"1",1,9.45,14.2,0,"3","2","2",0,0,6,76.9,16,"0",10.78,"1","2","2","1"
"5943",765.29,6.62,6.64,10.12,"2",1,8.63,3.78,0,"2","2","0",0,1,12,6.3,21,"3",10.82,"1","3","0","1"
"5944",99.11,13.99,4.6,7.97,"1",1,6.57,5.85,0,"5","2","2",0,0,4,79,9,"0",11.29,"2","2","1","1"
"5945",669.33,20.5,3.74,10.13,"1",1,7.4,6.61,1,"1","1","3",1,0,11,13.3,17,"1",10.88,"0","2","0","1"
"5946",372.65,12.12,5.92,9.32,"1",1,9.08,14.11,0,"8","2","1",0,0,7,54.9,21,"2",10.97,"2","2","0","1"
"5947",40.5,13.11,3.7,7.09,"2",1,8.8,2.49,1,"4","2","1",0,1,3,60.9,12,"1",11.08,"1","3","1","1"
"5948",338.89,16.29,5.83,9.17,"2",1,8.8,9.01,0,"5","2","2",1,0,7,75.1,13,"3",11.23,"1","2","2","1"
"5949",561.02,15.81,6.33,9.68,"1",1,10.41,23.81,0,"2","2","2",1,1,21,77,43,"1",11.41,"2","3","0","1"
"5950",348.18,15.31,5.85,9.21,"1",1,9.03,17.73,0,"4","1","2",1,0,10,48.3,19,"0",10.46,"0","2","2","1"
"5951",338.49,12.12,5.82,9.63,"1",1,8.42,17.22,0,"11","2","1",0,0,15,56.7,23,"0",10.6,"1","2","2","1"
"5952",85.05,13.67,4.44,7.82,"2",1,8.05,19.03,0,"1","2","1",0,0,7,62.6,38,"1",10.97,"1","2","2","1"
"5953",1103.03,19.22,7.01,10.31,"1",1,10.81,9.31,1,"7","2","3",1,1,19,60.2,63,"3",11.56,"1","3","0","1"
"5954",776.07,14.65,6.65,10.4,"1",1,10.62,14.31,0,"4","2","2",1,1,10,68.9,28,"1",11.44,"2","3","0","1"
"5955",121.87,15.31,4.8,8.16,"1",1,9.54,9.94,0,"2","1","2",1,0,6,88.1,10,"1",10.46,"0","2","1","1"
"5956",344.95,14.65,5.84,9.21,"2",1,10.17,9.7,1,"5","2","2",0,1,13,85.5,50,"3",12.39,"0","3","2","1"
"5957",228.32,10.74,5.43,8.85,"1",1,9.18,22.61,0,"12","2","1",1,0,10,43.4,23,"2",10.55,"0","2","2","1"
"5958",893.54,18.25,6.8,10.46,"1",1,10.79,18.18,0,"2","2","3",0,1,9,70.9,34,"3",11.74,"1","3","0","1"
"5959",278.54,15.31,5.63,8.99,"2",1,9.41,15.83,0,"11","1","2",1,0,10,38.4,10,"0",10.65,"0","3","1","1"
"5960",326.51,18.25,3.23,9.1,"0",1,8.99,16.84,0,"8","0","3",1,1,9,55.7,10,"3",10.34,"1","3","1","1"
"5961",164.03,13.99,5.1,8.48,"2",1,10.89,17.01,0,"7","2","2",1,1,18,94.9,63,"4",11.79,"2","2","0","1"
"5962",485,7.9,6.18,9.65,"2",1,7.51,0.7,0,"12","2","0",1,0,8,6.3,24,"1",10.34,"0","2","2","1"
"5963",426.1,6.03,6.05,9.55,"0",1,8.33,19.53,0,"3","1","0",0,1,13,13.8,20,"0",11.18,"1","3","1","1"
"5964",425.36,7.62,6.05,9.52,"1",1,8.62,9.33,0,"12","2","0",1,1,5,64.9,9,"0",11.35,"2","3","1","1"
"5965",336.61,15.81,5.82,9.17,"1",1,10.29,21.68,0,"1","2","2",1,0,13,71.7,43,"4",10.86,"0","1","2","1"
"5966",133.09,12.12,4.89,8.29,"1",1,9.16,18.06,0,"12","2","1",1,1,12,37.1,51,"4",11.49,"0","3","2","1"
"5967",451.89,13.99,6.11,9.87,"2",1,10.43,27.7,0,"11","2","2",1,1,12,74.8,21,"0",10.88,"0","3","0","1"
"5968",128.62,9.76,4.86,8.29,"1",1,8.27,18.34,0,"10","1","1",0,0,15,51.3,15,"3",10.65,"0","2","0","1"
"5969",536.13,18.25,6.28,9.95,"1",1,9.47,23.24,0,"7","2","3",1,0,12,58.7,25,"4",10.74,"2","3","0","1"
"5970",294.54,15.81,5.69,9.04,"2",1,9.44,19.64,0,"12","2","2",1,0,11,58.1,14,"1",10.56,"0","2","2","1"
"5971",271.11,17.99,5.6,8.92,"2",1,8.69,22.15,1,"3","2","3",1,0,8,84.9,15,"1",10.82,"2","1","1","1"
"5972",283.48,13.11,5.65,9.04,"1",1,8.95,19.69,0,"7","1","1",0,0,13,65.3,32,"0",10.81,"2","2","1","1"
"5973",99.82,12.12,4.6,8.01,"2",1,8.04,11.93,0,"8","1","1",0,0,2,75.5,3,"1",10.78,"0","2","2","1"
"5974",152.18,6.03,5.03,8.52,"2",1,9,25.58,0,"5","2","0",0,1,16,32,44,"4",11.29,"0","3","2","1"
"5975",751.81,13.99,6.62,10,"0",1,10.44,14.61,1,"6","2","2",1,0,15,54.6,24,"1",11.29,"0","2","2","1"
"5976",312.91,7.9,6.46,9.21,"1",1,10.1,15.81,0,"7","2","0",0,0,16,47.9,30,"1",11.13,"1","1","0","1"
"5977",170.09,13.67,4.61,8.52,"1",1,8.26,8.88,0,"6","2","1",1,0,8,34.8,15,"4",9.9,"0","1","2","1"
"5978",436.54,19.22,6.08,9.73,"1",1,9.8,20.52,0,"6","2","3",0,1,13,52.5,25,"3",11.16,"1","3","0","1"
"5979",459.65,13.67,6.13,9.9,"2",1,8.61,11.01,1,"12","0","1",0,1,9,39.9,10,"3",11.29,"2","3","2","1"
"5980",166.36,12.12,5.11,8.52,"2",1,10.3,17.83,1,"1","2","1",0,0,14,65.9,30,"0",10.82,"0","3","2","1"
"5981",546,19.22,6.3,9.95,"1",1,10.28,16.02,0,"11","2","3",1,1,10,61.7,31,"2",10.86,"0","3","0","1"
"5982",259.66,20.99,5.56,9.17,"2",1,9.12,18.27,0,"2","2","3",1,1,12,96.1,60,"3",11.29,"1","3","2","1"
"5983",1251.59,18.25,7.13,10.45,"0",1,10.62,20.89,0,"10","2","3",0,1,12,77.3,34,"4",11.42,"2","3","2","1"
"5984",273.39,13.99,5.61,8.99,"0",1,9.08,10.75,0,"1","1","2",0,0,9,93.1,9,"1",10.17,"1","2","2","1"
"5985",521.24,19.22,6.26,9.9,"1",1,9.03,11.64,0,"2","2","3",0,1,10,78.4,27,"0",11.7,"1","3","0","1"
"5986",437.31,9.76,6.08,9.52,"1",1,8.06,27.26,0,"2","1","1",1,0,9,43.5,10,"2",10.49,"0","2","0","1"
"5987",482.35,21.97,6.18,9.77,"2",1,9.07,12.45,1,"10","1","3",0,1,4,75.9,14,"4",10.46,"0","1","0","1"
"5988",225.09,9.76,5.43,8.85,"1",1,7.76,10.1,0,"10","2","1",0,1,6,47.7,8,"4",10.18,"1","3","2","1"
"5989",811.53,21.48,6.7,10.3,"1",1,9.99,21.17,0,"8","2","3",0,0,8,71.1,16,"1",11,"0","2","0","1"
"5990",300.27,13.67,5.7,9.47,"2",1,7.89,4.08,0,"6","2","1",1,1,8,3,60,"2",11,"0","3","2","1"
"5991",166.36,12.12,4.49,8.52,"1",1,8.17,12.54,0,"11","2","1",1,0,14,34.2,31,"2",11.08,"0","2","1","1"
"5992",57.16,8.9,4.05,7.5,"2",1,7.78,14.53,0,"12","1","0",1,0,10,18.3,12,"4",9.9,"0","1","1","1"
"5993",224.22,14.65,5.41,8.78,"2",1,5.69,14.87,1,"12","1","2",1,0,4,7,5,"3",11.02,"2","2","0","1"
"5994",404.97,13.11,6,9.39,"1",1,9.08,16.1,0,"4","1","1",0,0,8,60.3,17,"1",10.2,"0","2","2","1"
"5995",369.57,13.67,5.91,9.68,"2",1,9.74,14.33,0,"3","2","1",1,1,14,51.4,23,"0",10.88,"0","3","0","1"
"5996",506.21,14.65,6.23,9.59,"2",1,8.64,20.41,1,"12","1","2",1,1,8,58.1,15,"4",11.12,"0","3","0","1"
"5997",982.25,22.78,6.89,10.46,"0",1,11.23,11.11,0,"1","2","3",0,1,13,80.6,30,"0",11.95,"2","3","0","1"
"5998",311.62,7.62,5.74,9.21,"1",1,10.82,12.69,0,"5","2","0",1,0,10,3.4,31,"0",11.41,"0","2","1","1"
"5999",95.26,8.9,4.56,8.01,"2",1,8.01,18.6,0,"3","2","0",1,0,9,21.1,15,"2",10.74,"0","2","1","1"
"6000",340.82,6.62,4.14,9.31,"2",1,7.23,22.9,0,"12","1","0",1,0,8,8.3,13,"0",10.04,"0","1","2","1"
"6001",440.85,12.12,6.33,9.49,"2",1,8.36,11.21,0,"7","2","1",0,0,7,47.3,15,"1",10.46,"0","2","2","1"
"6002",312.97,13.67,3.53,9.13,"2",1,7.98,2.13,1,"12","1","1",0,0,7,18.8,8,"1",11,"0","2","2","1"
"6003",1160.9,18.25,7.06,10.37,"1",1,10.75,17.19,0,"10","2","3",0,1,15,62.8,30,"0",11.79,"0","3","0","1"
"6004",357.88,17.27,6.6,9.21,"2",1,9.04,14.29,1,"6","2","3",1,1,9,78.4,37,"1",11.42,"1","3","1","1"
"6005",49.91,12.12,3.91,7.31,"2",1,8.49,23.21,0,"10","2","1",1,0,8,48.2,28,"2",10.62,"0","3","0","1"
"6006",286.3,17.27,6.09,8.99,"2",1,7.76,21.12,1,"10","2","3",1,0,8,86.6,34,"1",11.13,"1","1","0","1"
"6007",133.09,12.12,4.89,8.29,"1",1,7.83,9.35,0,"7","2","1",0,1,7,95.4,11,"4",10.55,"1","3","2","1"
"6008",120.73,14.65,4.79,8.16,"2",1,8.82,14.99,1,"8","1","2",1,0,21,19.3,29,"1",10.71,"1","2","2","1"
"6009",280.51,15.81,5.64,8.99,"2",1,9.33,17.04,0,"11","2","2",1,0,8,78.2,19,"1",11,"0","2","2","1"
"6010",458.96,13.11,6.13,9.52,"1",1,9.52,11.14,0,"8","2","1",0,0,13,56,22,"3",10.46,"2","2","1","1"
"6011",195.7,10.74,5.28,8.7,"1",1,9.04,11.75,0,"7","2","1",0,1,6,64.4,10,"4",10.55,"0","2","2","1"
"6012",282.41,16.29,5.64,8.99,"1",1,9.56,19.1,0,"10","1","2",1,0,22,55.7,28,"2",10.46,"0","2","2","1"
"6013",405.15,9.76,5.3,9.44,"1",1,9.09,27.6,0,"12","2","1",1,1,13,33.9,41,"4",11.16,"1","3","1","1"
"6014",419.9,12.12,3.31,9.84,"1",1,9.4,20.08,0,"8","2","1",0,1,17,60.3,41,"2",11.38,"2","3","0","1"
"6015",283.48,13.11,5.65,9.04,"2",1,8.52,14.65,0,"4","1","1",0,0,6,63.6,8,"1",10.4,"0","2","2","1"
"6016",680.36,13.67,6.52,9.9,"1",1,9.91,20.54,0,"12","2","1",1,1,18,38.1,48,"1",11.61,"1","3","1","1"
"6017",783.85,22.45,6.66,9.92,"2",1,9.83,21.72,0,"1","2","3",0,1,8,93.9,33,"3",11.16,"1","2","0","1"
